name1,name2,street1,street2,city,state,zip,zip4,phone,website,latitude,longitude,mh,psy,omh,cmhc,msnh,tt,sma,smi,ptsd,coot,imr,prs,sps,,,,,,,,,,,,,,,,,,,,,,,
Catholic Charities West Michigan,,1095 3rd Street,Suite 125,Muskegon,MI,49441,,231-726-4735,http://www.ccwestmi.org,43.232576,-86.250193,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Northridge,,788 Marquette Avenue,,Muskegon,MI,49442,,231-760-5195,http://,43.2451161,-86.224182,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Eastwood Supported Apartments,,1140 Center Street,,Muskegon,MI,49442,,231-683-6863,http://,43.2318966,-86.1892207,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Hackley Life Counseling,DBA Mercy Health Life Counseling,125 East Southern Avenue,,Muskegon,MI,49442,,231-726-3582,http://,43.224181,-86.2411056,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercy Health Partners,Hackley Campus,1700 Clinton Street,,Muskegon,MI,49442,,231-728-4950,http://mercyhealth.com,43.2217349,-86.2429655,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Rest Christian Mental Hlth Servs,North Shore Clinic,17325 Van Wagoner Road,,Spring Lake,MI,49456,,616-847-5145,http://pinerest.org,43.096036,-86.218825,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Rest,Zeeland Clinic,8333 Felch Street,Suite 201,Zeeland,MI,49464,,616-741-3790,http://www.pinerest.org,42.821358,-85.987698,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Marys Healthcare,Psychiatric Medical Unit,200 Jefferson Avenue SE,,Grand Rapids,MI,49503,,616-685-6611,http://pinerest.org,42.957804,-85.664005,1,1,,,,1,,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
Catholic Charities/West Michigan,,40 Jefferson Avenue SE,,Grand Rapids,MI,49503,,616-456-1443,http://www.ccwestmi.org/,42.962031,-85.663575,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
DA Blodgett/St Johns,St Johns Home Residential,805 Leonard Street NE,,Grand Rapids,MI,49503,,616-361-5227,http://www.dabsj.org,42.9849471,-85.6492636,1,,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Cherry Health Services,,100 Cherry Street SE,,Grand Rapids,MI,49503,,616-965-8200,http://www.cherryhealth.org/,42.959098,-85.665929,1,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Sanford House at Cherry Street,,540 Cherry Street SE,,Grand Rapids,MI,49503,,616-288-6970,http://www.sanfordhousegr.com,42.9589825,-85.6551949,1,,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Bethany Christian Services,,901 Eastern Avenue NE,,Grand Rapids,MI,49503,,616-224-7610,http://www.bethany.org/other-services/family-counseling,42.979752,-85.650793,1,,1,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Leonard Street Counseling Center,Cherry Health,1400 Leonard NE,,Grand Rapids,MI,49505,,616-954-1991,http://www.cherryhealth.org/find-location/leonard-street-counseling-center/,42.983481,-85.635095,1,,1,,,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Arbor Circle,,1115 Ball Avenue NE,,Grand Rapids,MI,49505,,616-456-7775,http://www.arborcircle.org/,42.982965,-85.630706,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Wedgwood Christian Services,Crossroads Engen,3300 36th Street SE,,Grand Rapids,MI,49512,,616-942-2110,http://,42.896883,-85.584998,1,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Community Program Office,Wedgwood Christian Services,3300 36th Street SE,,Grand Rapids,MI,49512,,616-942-7294,http://www.wedgwood.org/services/community,42.896883,-85.584998,1,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Wedgwood Christian Services,Boelkins and Riebel,3300 36th Street SE,,Grand Rapids,MI,49512,2810,616-942-2110,http://www.wedgwood.org/services/residential,42.896883,-85.584998,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Battle Creek VAMC,Wyoming Healthcare Center,5838 Metro Way SW,,Wyoming,MI,49519,,616-249-5300,http://,42.8579843,-85.7139869,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Northeast Clinic,,3225 North Evergreen Drive NE,Suite 301,Grand Rapids,MI,49525,,616-364-1500,http://www.pinerest.org,43.020029,-85.589143,1,,1,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Pine Rest Christian MH Services,Northwest Clinic,2118 3 Mile Road NW,,Grand Rapids,MI,49544,,616-222-3720,http://www.pinerest.org,43.015036,-85.721218,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Easter Seals Michigan,Grand Rapids,4065 Saladin Drive SE,,Grand Rapids,MI,49546,,616-942-2081,http://eastersealsmichigan.com,42.932341,-85.5678159,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest View Hospital,,1055 Medical Park Drive SE,,Grand Rapids,MI,49546,3607,616-942-9610,http://www.forestviewhospital.com/,42.9440387,-85.5582269,1,1,,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Family Outreach Center Inc,,255 Colrain SW,Suite 2,Grand Rapids,MI,49548,,616-988-1479,http://www.focgr.org/,42.911204,-85.67258,1,,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Pine Rest Christian MH Services,,300 68th Street SE,,Grand Rapids,MI,49548,,616-455-5000,http://www.pinerest.org,42.8369368,-85.6569839,1,1,,,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Northern Lakes Community Mental Health,,527 Cobbs Street,,Cadillac,MI,49601,,231-775-3463,http://www.northernlakescmh.org,44.244598,-85.385242,1,,,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Centra Wellness Network,,6051 Frankfort Highway,Suite 200,Benzonia,MI,49616,,877-398-2013,http://www.centrawellness.org/,44.6329964,-86.126711,1,,,1,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Centra Wellness Network,,2198 U.S. 31 South,,Manistee,MI,49660,,877-398-2013,http://www.centrawellness.org/,44.27964398,-86.25177383,1,,,1,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Community MH for Central Michigan,Osceola County Branch,4473 220th Avenue,,Reed City,MI,49677,,231-832-2247,http://www.cmhcm.org,43.879866,-85.522947,1,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Munson Medical Center,Behavioral Health,1105 6th Street,,Traverse City,MI,49684,,231-935-6382,http://www.munsonhealthcare.org,44.7616354,-85.6417857,1,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Lakes Community Mental Health,Administrative Office,105 Hall Street,Unit A,Traverse City,MI,49684,,231-922-4850,http://www.northernlakescmh.org,44.7648651,-85.6283042,1,,,1,,1,,1,1,1,1,1,1,,,,,1,,,,,,,,,,,1,,1,,,,,
Pine Rest,Traverse City Clinic,1050 Silver Drive,,Traverse City,MI,49684,5749,231-947-2255,http://www.pinerest.org,44.751869,-85.643975,1,,1,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Child and Family Services of,Northwestern Michigan at Kids Creek,5024 North Royal Drive,,Traverse City,MI,49684,,231-946-8975,http://www.cfsnwmi.org/,44.7593961,-85.6512809,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Aleda E Lutz VAMC,Traverse City CBOC,880 Munson Avenue,,Traverse City,MI,49686,,231-932-9720,http://,44.7491626,-85.5606152,1,,,,,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Aleda E Lutz VAMC,Chebaygan CBOC,14540 Mackinaw Highway,,Mackinaw City,MI,49701,,231-436-5176,http://www.saginaw.va.gov/locations/cheboygan.asp,45.7602726,-84.7320744,1,,,,,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Aleda E Lutz VAMC,Alpena CBOC,180 North State Avenue ,,Alpena,MI,49707,,989-356-8720,http://www.saginaw.va.gov/locations/alpena.asp,45.0594236,-83.4333414,1,,,,,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
MidMichigan Medical Center/Alpena,Behavioral Health,1501 West Chisholm Street,,Alpena,MI,49707,1401,989-356-7245,http://www.myarmc.org/Main/BehavioralHealthServices.aspx?srcaud=Main,45.0776347,-83.4493824,1,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Aleda E Lutz VAMC,Gaylord OPC,806 South Otsego Avenue,,Gaylord,MI,49735,,989-732-7525,http://,45.0200695,-84.6776718,1,,,,,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
CFS NW Michigan,,3434 M-119,Suite F,Harbor Springs,MI,49740,,231-347-4463,http://www.cfsnwmi.org,45.5033324,-85.0983225,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
North Country Community Mental Health,North Country Residential,2677 Howard Road,,Petoskey,MI,49770,,231-347-5444,http://norcocmh.org,45.338765,-84.954784,1,,,,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Hiawatha Behavioral Health,Saint Ignace Office,114 West Elliott Street,,Saint Ignace,MI,49781,,906-643-8616,http://hbhcmh.org,45.857902,-84.717205,1,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Hiawatha Behavioral Health,Chippewa Office,3865 South Mackinac Trail,,Sault Sainte Marie,MI,49783,9286,906-632-2805,http://www.hbhcmh.org,46.4511157,-84.3759681,1,,,1,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
War Memorial Hospital,Behavioral Health Center,16523 South Water Tower Drive,,Kincheloe,MI,49788,1592,906-495-4357,http://warmemorialhospital.org,46.2653015,-84.467683,1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Catholic Social Services of the ,Upper Peninsula/Mental Health Services,427 South Stephenson Avenue,Suite 215,Iron Mountain,MI,49801,,906-774-3323,http://www.cssup.org,45.8191328,-88.0656935,1,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Northpointe Behav Healthcare System,,715 Pyle Drive,,Kingsford,MI,49802,,906-774-0522 x0525,http://www.nbhs.org,45.8040154,-88.077439,1,,,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Catholic Social Services of,The Upper Peninsula,1100 Ludington Street,Suite 401,Escanaba,MI,49829,,906-786-7212,http://www.cssup.org,45.745766,-87.062679,1,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pathways Community Mental Health,Delta County Site,2500 7th Avenue South,Suite 100,Escanaba,MI,49829,,906-786-6441,http://pathwaysup.org,45.737365,-87.084981,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Hiawatha Behavioral Health,,125 North Lake Street,,Manistique,MI,49854,,906-341-2144,http://www.hbhcmh.org,45.957675,-86.242616,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
UP Health Systems,Behavioral Health,580 West College Avenue,,Marquette,MI,49855,,906-225-3985,http://www.mgh.org,46.554345,-87.400757,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathways Community Mental Health,Adult Assertive Community Treatment,401 West Baraga,,Marquette,MI,49855,,906-225-7210,http://pathwayssup.org,46.5418157,-87.4006736,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Catholic Social Services of ,The Upper Peninsula,347 Rock Street,,Marquette,MI,49855,,906-227-9119,http://www.cssup.org,46.540691,-87.399688,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathways Community Mental Health,,200 West Spring Street,Suite 1,Marquette,MI,49855,4630,906-225-7210,http://pathwaysup.org,46.541963,-87.395884,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Pathways Community Mental Health,Alger County Office/Munising OP Servs,601 West Superior Street,,Munising,MI,49862,,906-387-3611,http://pathwaysup.org,46.4138697,-86.6626081,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Pathways Community Mental Health,Luce County,14126 County Road 428 West,,Newberry,MI,49868,,906-293-3284,http://pathwaysup.org,46.332324,-85.495993,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Copper Country MH Services,Calumet Office,56938 Calumet Avenue,,Calumet,MI,49913,2912,906-377-5810,http://www.cccmh.org/,47.240619,-88.448905,1,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Lakes Community Mental Health,Crawford County Office/Grayling,204 Meadows Drive,,Grayling,MI,49738,,989-348-8522,http://www.northernlakescmh.org,44.652452,-84.706003,1,,,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Aleda E Lutz VAMC,Grayling CBOC,1680 Hartwick Pines Road,,Grayling,MI,49738,,989-344-2002,http://www.saginaw.va.gov/locations/grayling.asp,44.7094168,-84.7101228,1,,,,,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Herrick Medical Center,Behavioral Health,500 East Pottawatamie Street,,Tecumseh,MI,49286,,517-424-3337,http://,42.002849,-83.938393,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Calhoun County CMHA,DBA Summit Point Albion,105 South Superior Street,,Albion,MI,49224,,517-629-5531,http://www.summitpointe.org,42.2451316,-84.7530148,1,,,1,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Catholic Family Services,,710 North Michigan Avenue,,Saginaw,MI,48602,4319,989-753-8446,http://,43.42143,-83.957797,1,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Saginaw County CMH Authority,,500 Hancock Street,,Saginaw,MI,48602,,989-797-3400,http://www.sccmha.org,43.418867,-83.96328,1,,,1,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Westlund Guidance Clinic,,3253 Congress Avenue,,Saginaw,MI,48602,,989-793-4790,http://www.westlundguidanceclinic.com,43.431493,-83.986199,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
East Wood Clinics,,26850 Providence Parkway,Suite 410,Novi,MI,48374,,248-465-4335,http://Eastwood.org,42.4866607,-83.5220319,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Promise Village,Home for Children,- - -,,Davisburg,MI,48350,,248-328-2445,http://www.promisevillage.com,42.7418,-83.5332,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLaren Oakland Medical Center,Geriatric Psychiatry Unit,50 North Perry Street,,Pontiac,MI,48342,2217,248-338-5000,http://mclaren.org/oakland,42.6385355,-83.2907222,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Joseph Mercy Adolescent Partial,Partial Hospitalization Program,5401 McAuley Drive,,Ann Arbor,MI,48106,,734-712-5750,http://www.stjoeshealth.org,42.2644132,-83.6479761,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Oakland Child/Adolescent and,Family Center,26522 Van Dyke Avenue,,Center Line,MI,48015,,586-759-4400,http://,42.4884764,-83.0272637,1,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easter Seals Michigan,,6900 East 10 Mile Road,,Center Line,MI,48015,,586-501-3070,http://www.essmichigan.org,42.4767407,-83.0349861,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Clair County Comm Mental Health,West Capac,14675 Downey Road,,Capac,MI,48014,3121,810-395-4343,http://,43.0141148,-82.9173774,1,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Elm Street Clinic ,,700 North Old Woodward Avenue,Suite 300,Birmingham,MI,48009,,248-642-8263 x110,http://www.elmstreetclinic.com,42.5521919,-83.2181924,1,,1,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
CNS,,24600 Northwestern Highway,,Southfield,MI,48033,,248-745-4900,http://www.cnsmi.org,42.4705609,-83.236997,1,,,1,,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Taylor Life Center,,632 North Shiawassee Street,,Owosso,MI,48867,,989-723-0330,http://consumerservicesinc.org/taylor_life_center,43.004135,-84.176438,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hegira Programs Inc,Hegira House,8623 North Wayne Road,Suite 200,Westland,MI,48185,,734-427-1144,http://www.hegira.net,42.3507093,-83.3862426,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Gogebic Community MH Authority,,103 West U.S. Highway 2,,Wakefield,MI,49968,,906-229-6100,http://www.gccmh.org/,46.462533,-89.91798,1,,,,1,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Copper Country MH Services,Ontonagon Office,515 Quartz Street,,Ontonagon,MI,49953,1115,906-884-4804,http://www.cccmh.org/,46.873279,-89.314986,1,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Copper Country Mental Health Servs,Baraga Office,15644 Skanee Road,,Lanse,MI,49946,9003,906-524-5885,http://www.cccmh.org/,46.80268,-88.328487,1,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Northpointe Behav Healthcare System,Iron County,703 North 2nd Avenue,,Iron River,MI,49935,,906-265-5126,http://www.nbhs.org,46.094883,-88.640166,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Copper Country CMHSP,,901 West Memorial Road,,Houghton,MI,49931,2475,906-482-9400,http://www.cccmh.org/,47.119609,-88.584059,1,,1,,,1,1,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
Easter Seals Michigan,Adult Services,22170 West 9 Mile Road,,Southfield,MI,48033,,248-372-6800,http://www.easterseals.com/michigan/,42.4584986,-83.262379,1,,,1,,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Downriver Mental Health Clinic ,DBA Advanced Counseling Services PC,29201 Telegraph Road,Suite 550,Southfield,MI,48034,,248-213-0501,http://www.advancedcounseling.org,42.5036567,-83.2866747,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Macomb County CMHC,First North and Urgent Behavioral Care,43740 North Groesbeck Highway,,Clinton Township,MI,48036,1139,586-469-7629,http://www.mccmh.net,42.6177563,-82.8835035,1,,1,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Macomb Family Services Inc,,36975 Utica Road,Suite 104,Clinton Township,MI,48036,1685,586-226-3440,http://www.mfsonline.org,42.5673814,-82.9685755,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Macomb County CMHC,Ventures Assertive Community Treatment,38251 South Groesbeck Highway,,Clinton Township,MI,48036,1929,586-469-6210,http://www.mccmh.net,42.582528,-82.902781,1,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Ford Behavioral Health,Seville,15420 19 Mile Road,,Clinton Township,MI,48038,,586-226-7007,http://www.henryford.com/,42.611352,-82.969572,1,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
New Oakland Child/Adol and Fam Ctr,,42669 Garfield Road,,Clinton Township,MI,48038,,586-412-5321 x3625,http://www.newoakland.org,42.6106106,-82.9549757,1,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Saint Clair County CMH,CMH South Marine City,135 Broadway,,Marine City,MI,48039,,810-765-5010,http://www.scccmh.org,42.7190439,-82.491142,1,,,1,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Henry Ford Macomb Hospital,Mount Clemens Campus,215 North Avenue,,Mount Clemens,MI,48043,,586-466-9889,http://,42.606654,-82.881623,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Clinton Counseling Center,Comprehensive Youth Services,2 Crocker Boulevard,Suite 101,Mount Clemens,MI,48043,,586-468-2266,http://www.clintoncounseling.org/,42.595709,-82.876424,1,,1,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Harbor Oaks Hospital,,35031 23 Mile Road,,New Baltimore,MI,48047,,586-725-5777,http://harboroaks.com,42.67694,-82.755947,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLaren Port Huron Hospital,Outpatient Counseling,1209 Richardson Street,,Port Huron,MI,48060,3548,810-984-5156,http://,42.987652,-82.432282,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Clair County Comm Mental Health,,3111 Electric Avenue,,Port Huron,MI,48060,,810-985-8900,http://www.scccmh.org,42.9489813,-82.4437723,1,,,1,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
McLaren Port Huron Hospital,Behavioral Health,1221 Pine Grove Avenue,3rd Floor,Port Huron,MI,48060,3511,810-987-5000,http://,42.9867674,-82.4297446,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Professional Counseling Center,,520 Superior Street,,Port Huron,MI,48060,,810-984-4202,http://www.pccporthuron.com,42.9799606,-82.4251761,1,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Macomb Family Services Inc,,124 West Gates,,Romeo,MI,48065,,586-752-9696,http://www.mfsonline.org,42.8099762,-83.0155774,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Catholic Charities of SE Michigan,Oakland County,1424 East 11 Mile Road,,Royal Oak,MI,48067,,248-548-4044,http://www.ccsem.org/,42.4901524,-83.1272159,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint John Macomb Oakland Hospital,OC Behavioral Health Services,27351 Dequindre Road,,Madison Heights,MI,48071,,248-967-7000 x77353,http://www.stjohn.org,42.493742,-83.087811,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Beaumont Health Royal Oak,,3601 West 13 Mile Road,,Royal Oak,MI,48073,,248-898-5000,http://beaumonthealth.com,42.5149696,-83.1920136,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Eastwood Clinics,,22708 Harper Avenue,,Saint Clair Shores,MI,48080,,586-445-2210,http://www.stjohnprovidence.org/eastwoodclinics,42.463364,-82.908417,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Downriver Mental Health Clinic,Advanced Counseling Services,24715 Little Mack Avenue,Suite 200,Saint Clair Shores,MI,48080,,586-777-9000,http://,42.477865,-82.907377,1,,1,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,
New Day Counseling,,2265 Livernois Road,Suite 701,Troy,MI,48083,1639,248-649-8050,http://www.NewDayCounseling.org,42.555771,-83.148163,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint John Macomb/Oakland Hospital,Macomb Center Partial Hospital,27550 Schoenherr Road,Suite 250,Warren,MI,48088,,586-582-7950,http://,42.496255,-82.986301,1,,,,,,,,,1,,,1,,,1,,,,,1,,1,,,,,,,,,,,,,
Behavioral Center of Michigan,Inpatient,4050 East 12 Mile Road,,Warren,MI,48092,2534,586-261-2266,http://www.behavioralcenter.com,42.5053089,-83.065862,1,1,,,,1,,1,,,,1,1,,,,,,,,1,,,,,,,,1,1,,,,,,
Saint John Macomb Hospital,Behavioral Health Services,11800 East 12 Mile Road,,Warren,MI,48093,,586-573-5244,http://,42.50514,-83.004224,1,1,,,,,,,,1,,,1,,,1,,,,,,,1,,,,,,,,,,,,,
New Oakland Child/Adolescent and,Family Center,8150 Old 13 Mile Road,,Warren,MI,48093,,586-825-9700,http://www.NewOakland.org,42.5205778,-83.0264323,1,,,,1,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Ann Arbor Consultation Services,,2355 West Stadium,,Ann Arbor,MI,48103,,734-996-9111,http://a2consultation.com,42.2771515,-83.7791611,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huron Oaks Adult,Partial Hospitalization Program,5401 McAuley Drive,Huron Oaks Building,Ann Arbor,MI,48105,,734-712-5850,http://www.stjoeshealth.org,42.268388,-83.655198,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
VA Ann Arbor Healthcare System,Mental Health Services,2215 Fuller Road,Suite 116-A,Ann Arbor,MI,48105,,734-845-3471,http://www.annarbor.va.gov/services/mentalhealth.asp,42.28661,-83.7156772,1,,,,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Saint Mary Mercy Hospital,Outpatient Psychiatric Services,2006 Hogback Road,Suite 1,Ann Arbor,MI,48105,,734-786-2300,http://www.stjoesannarbor.org/outpatient-psychiatric-services,42.258872,-83.68054,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ann Arbor Consultation Services Inc,,5331 Plymouth Road,,Ann Arbor,MI,48105,,734-996-9111,http://www.a2consultation.com/,42.3127047,-83.6534121,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Joseph Mercy Hospital,,5301 East Huron River Drive,,Ann Arbor,MI,48106,,734-712-6104,http://infonet.trinity-health.org/departments/nursing/unit/1%20East%20Scope%20of%20Serv,42.260301,-83.661166,1,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
University of Michigan Hospitals,Adult Psychiatry/IP Prog 9C,1500 East Medical Center Drive,,Ann Arbor,MI,48109,,734-936-4000,http://www.psych.med.umich.edu,42.28517,-83.730782,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downriver Mental Health,Advanced Counceling Services,7600 Grand River Road,Suite 290,Brighton,MI,48114,,810-220-2787,http://advancedcounseling.info,42.5644174,-83.799176,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Joseph Mercy,Outpatient Behavioral Servs Brighton,2300 Genoa Business Park Drive,Suite 180,Brighton,MI,48114,,810-844-7300,http://www.stjoesannarbor.org/outpatient-psychiatric-services,42.56823,-83.805835,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ann Arbor Consultation Services,,2060 Grand River,"ANX, Suite 700",Brighton,MI,48114,5312,734-996-9111,http://,42.5176493,-83.6747428,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Joseph Mercy Chelsea,Outpatient Behavioral Health Services,350 North Main Street ,Suite 150,Chelsea,MI,48118,1383,734-593-5251,http://www.stjoeschelsea.org,42.3204286,-84.0200264,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Joseph Mercy Chelsea,Behavioral Health Services,775 South Main Street,,Chelsea,MI,48118,1383,734-593-5200,http://www.stjoeshealth.org,42.3104425,-84.0165699,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vista Maria,,20651 West Warren Street,,Dearborn Heights,MI,48127,,313-271-3050 x184,http://www.vistamaria.org,42.3411488,-83.2444575,1,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
